-5990.0,35880100.0,-804.0,646416.0
-5990.0,35880100.0,-806.0,649636.0
-5986.0,35832196.0,-804.0,646416.0
-5986.0,35832196.0,-806.0,649636.0
-5994.0,35928036.0,-798.0,636804.0
-5994.0,35928036.0,-796.0,633616.0
-7214.0,52041796.0,-1220.0,1488400.0
-9042.0,81757764.0,-1798.0,3232804.0
-9046.0,81830116.0,-1802.0,3247204.0
-9042.0,81757764.0,-1800.0,3240000.0
-9254.0,85636516.0,-1848.0,3415104.0
-5518.0,30448324.0,-216.0,46656.0
-6322.0,39967684.0,888.0,788544.0
-6322.0,39967684.0,886.0,784996.0
-6322.0,39967684.0,888.0,788544.0
-5790.0,33524100.0,-214.0,45796.0
-5790.0,33524100.0,-218.0,47524.0
-6278.0,39413284.0,876.0,767376.0
-6246.0,39012516.0,-810.0,656100.0
-6234.0,38862756.0,-818.0,669124.0
-5690.0,32376100.0,464.0,215296.0
-5690.0,32376100.0,466.0,217156.0
-5698.0,32467204.0,468.0,219024.0
-5698.0,32467204.0,470.0,220900.0
-5698.0,32467204.0,472.0,222784.0
-5698.0,32467204.0,470.0,220900.0
-5686.0,32330596.0,468.0,219024.0
-5702.0,32512804.0,474.0,224676.0
-5710.0,32604100.0,472.0,222784.0
-7262.0,52736644.0,1258.0,1582564.0
-7418.0,55026724.0,1296.0,1679616.0
-9142.0,83576164.0,1830.0,3348900.0
-9138.0,83503044.0,1828.0,3341584.0
-5610.0,31472100.0,260.0,67600.0
-5610.0,31472100.0,262.0,68644.0
-5614.0,31516996.0,264.0,69696.0
-5606.0,31427236.0,262.0,68644.0
-5594.0,31292836.0,260.0,67600.0
-5786.0,33477796.0,-816.0,665856.0
-5830.0,33988900.0,-856.0,732736.0
-5822.0,33895684.0,-852.0,725904.0
-5822.0,33895684.0,-854.0,729316.0
-5826.0,33942276.0,-856.0,732736.0
-7638.0,58339044.0,-1602.0,2566404.0
-5470.0,29920900.0,58.0,3364.0
-6706.0,44970436.0,-1156.0,1336336.0
-6702.0,44916804.0,-1154.0,1331716.0
-6714.0,45077796.0,-1156.0,1336336.0
-6730.0,45292900.0,-1160.0,1345600.0
-6722.0,45185284.0,-1164.0,1354896.0
-5198.0,27019204.0,-86.0,7396.0
-5186.0,26894596.0,-82.0,6724.0
